xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
455.0,483.0,557.0,497.0,SME,positions,DOCUMENTS,13.5,28,Hour3          .10          .30          .10          .20          .10          76.00,106.0,2,13.5,106.0
39.0,497.0,141.0,510.0,24       -Jul-1998,positions,30-Jul-1998,13.0,30,REVIEW,83.5,25,13.0,83.5
141.0,497.0,206.0,510.0,REVIEW,positions,30-Jul-1998,13.0,30,AND,48.5,26,13.0,48.5
206.0,497.0,238.0,510.0,AND,positions,REVIEW,13.0,31,ORGANIZE,52.5,27,13.0,52.5
238.0,497.0,311.0,510.0,ORGANIZE,positions,AND,13.0,32,DOCUMENTS,108.5,28,13.0,108.5
311.0,497.0,455.0,510.0,DOCUMENTS,positions,ORGANIZE,13.0,33,SME,123.0,29,13.0,123.0
455.0,497.0,557.0,510.0,SME,positions,DOCUMENTS,13.0,34,Hour3          .10          .30          .10          .20          .10          76.00,106.0,2,13.0,106.0
39.0,510.0,141.0,523.0,30-Jul-1998,positions,Total       Services       Hours       .80       $,27.5,36,REVIEW,83.5,31,27.5,83.5
141.0,510.0,206.0,523.0,REVIEW,positions,Total       Services       Hours       .80       $,27.5,36,AND,48.5,32,27.5,48.5
206.0,510.0,238.0,523.0,AND,positions,Total       Services       Hours       .80       $,27.5,36,ORGANIZE,52.5,33,27.5,52.5
238.0,510.0,311.0,523.0,ORGANIZE,positions,Total       Services       Hours       .80       $,27.5,36,DOCUMENTS,108.5,34,27.5,108.5
311.0,510.0,455.0,523.0,DOCUMENTS,positions,Total       Services       Hours       .80       $,27.5,36,SME,123.0,35,27.5,123.0
455.0,510.0,557.0,523.0,SME,positions,Total       Services       Hours       .80       $,27.5,36,Hour3          .10          .30          .10          .20          .10          76.00,106.0,2,27.5,106.0
95.0,537.0,524.0,551.0,Total       Services       Hours       .80       $,positions,Date       Disbursements       Value          27-Jul-1998       TELECOPY       1.40          27-Jul-1998       TELECOPY       1.40          Total       for       TELECOPY       2.80,67.0,37,Hour3          .10          .30          .10          .20          .10          76.00,302.5,2,67.0,-1.0
39.0,578.0,644.0,644.0,Date       Disbursements       Value          27-Jul-1998       TELECOPY       1.40          27-Jul-1998       TELECOPY       1.40          Total       for       TELECOPY       2.80,positions,Total       Disbursements       $       2.80          Total       Services       and       Disbursements       $       78.80,80.0,38,,0.0,-1,80.0,0.0
95.0,671.0,643.0,711.0,Total       Disbursements       $       2.80          Total       Services       and       Disbursements       $       78.80,other,Til       560-9058,279.0,39,,0.0,-1,279.0,0.0
642.0,964.0,724.0,976.0,Til       560-9058,other,,0.0,-1,,0.0,-1,0.0,0.0
